storyId,sceneId,scenType,icon,characterName,leftCharacter,rightcharacter,text,background,speech_bubble,nextSceneId,IsChoice,choiceText1,choiceText2
netomo,scene20,chat,nick_icon,Nick,,,もし良かったらグッズあげようか？今回のグッズは結構被っちゃったから貰ってくれる人ちょうど探してたんだよね,chat_netotama,,scene21,false ,,
netomo,scene21,chat,curl_icon,Curl,,,え！そうなの！本当にいいの？,chat_netotama,,scene22,false ,,
netomo,scene22,chat,nick_icon,Nick,,,もちろんだよ！せっかくあげるなら仲のいい人にあげたいなって思ってたらから！,chat_netotama,,scene23,false ,,
netomo,scene23,chat,curl_icon,Curl,,,本当にありがとう！,chat_netotama,,scene24,false ,,
netomo,scene24,chat,nick_icon,Nick,,,どうやって渡そうかな…,chat_netotama,,scene25,false ,,
netomo,scene25,chat,nick_icon,Nick,,,そうだ！郵送してあげるよ！住所教えてー！,chat_netotama,,scene26,false ,,
netomo,scene26,chat,curl_icon,Curl,,,住所教えてもいいかお母さんに聞いてみるね！,chat_netotama,,scene27,true ,わかった！熊本県熊本市東区月出3丁目1-100だよ！,住所教えてもいいかお母さんに聞いてみるね！
netomo,scene27,chat,nick_icon,Nick,,,わざわざ親に聞かなくてもいいのに〜,chat_netotama,,scene28,false ,,
netomo,scene28,chat,nick_icon,Nick,,,りょうかーい,chat_netotama,,scene29,false ,,
netomo,scene29,chat,curl_icon,Curl,,,教えてもいいって！,chat_netotama,,scene30,false ,,
netomo,scene30,chat,nick_icon,Nick,,,おっけい！早く教えて！,chat_netotama,,scene31,false ,,
netomo,scene31,chat,curl_icon,Curl,,,熊本県熊本市東区月出3丁目1-100だよ！,chat_netotama,,scene32,false ,,
netomo,scene32,chat,nick_icon,Nick,,,え、そこに住んでるの？,chat_netotama,,scene33,false ,,
netomo,scene33,chat,curl_icon,Curl,,,うん！,chat_netotama,,scene34,false ,,
netomo,scene34,chat,nick_icon,Nick,,,俺も月出に住んでるよ！近いね！,chat_netotama,,scene35,false ,,
netomo,scene35,chat,curl_icon,Curl,,,え−！もしかしたら知らないうちに会ってたかもね！,chat_netotama,,scene36,false ,,
netomo,scene36,chat,nick_icon,Nick,,,じゃあさ、直接会ってみない？,chat_netotama,,scene37,false ,,
netomo,scene37,chat,curl_icon,Curl,,,え？直接会うの？,chat_netotama,,scene38,false ,,
netomo,scene38,chat,nick_icon,Nick,,,せっかくなんだから会おうよ！その時にグッズもあげるよ！,chat_netotama,,scene39,false ,,
netomo,scene39,chat,curl_icon,Curl,,,ニックの会うの不安だからお母さんも一緒に行ってもいい？,chat_netotama,,scene40,true ,ニックの会うの不安だからお母さんも一緒に行ってもいい？,ありがとう！楽しみだな！
netomo,scene40,chat,nick_icon,Nick,,,えー？親と来るの？,chat_netotama,,scene41,false ,,
netomo,scene41,chat,curl_icon,Curl,,,うん、だめかな,chat_netotama,,scene42,false ,,
netomo,scene42,chat,nick_icon,Nick,,,まあいいよ。2人で会いたかったのにな,chat_netotama,,scene43,false ,,
netomo,scene43,chat,curl_icon,Curl,,,ごめんね。でもニックに会えるの楽しみだな！,chat_netotama,,scene44,false ,,
netomo,scene44,chat,nick_icon,Nick,,,じゃあ今週の日曜に近くの公園に待ち合わせで！,chat_netotama,,scene45,false ,,
netomo,scene45,park,,Curl,Curl,,やばまじ緊張してきた…,park,speech_bubble_beige,scene46,false ,,
netomo,scene46,park,,Nick,Curl,Nick,こんにちは。もしかしてカール？,park,speech_bubble_beige,scene47,false ,,
netomo,scene47,park,,Curl,Curl,Nick,そうだよ！じゃあニックなの？,park,speech_bubble_beige,scene48,false ,,
netomo,scene48,park,,Nick,Curl,Nick,うん！初めまして！,park,speech_bubble_beige,scene49,false ,,
netomo,scene49,park,,Nick,Curl,Nick,ずっと直接話してみたかったんだ！やっと会えて嬉しいな,park,speech_bubble_beige,scene50,false ,,
netomo,scene50,park,,Curl,Curl,Nick,チャットでしか話したことなかったから不思議なかんじする,park,speech_bubble_beige,scene51,false ,,
netomo,scene51,park,,Nick,Curl,Nick,緊張してる？大丈夫？,park,speech_bubble_beige,scene52,false ,,
netomo,scene52,park,,Curl,Curl,Nick,ちょっと緊張してるかも…,park,speech_bubble_beige,scene53,false ,,
netomo,scene53,park,,Nick,Curl,Nick,変な人じゃないから安心してよ！,park,speech_bubble_beige,scene54,false ,,
netomo,scene54,park,,Curl,Curl,Nick,うん！もちろん！,park,speech_bubble_beige,scene55,false ,,
netomo,scene55,park,,Mother,Mother,Nick,こんにちは。カールの母です,park,speech_bubble_beige,scene56,false ,,
netomo,scene56,park,,Nick,Mother,Nick,あー、こんにちは。今日はわざわざすみません,park,speech_bubble_beige,scene57,false ,,
netomo,scene57,park,,Nick,Mother,Nick,Motherですよね？まあでも別にお母さんは来なくて良かったのに,park,speech_bubble_beige,scene58,false ,,
netomo,scene58,park,,Mother,Mother,Nick,いえいえ。初めて知らない人に会うのだから親である私が来るのは当然です,park,speech_bubble_beige,scene59,false ,,
netomo,scene59,park,,Nick,Mother,Nick,ふーん、そっか。まあいいや,park,speech_bubble_beige,scene60,false ,,
netomo,scene60,park,,Nick,Mother,Nick,じゃあ早速だけどカールにグッズ渡しちゃおうかな！,park,speech_bubble_beige,scene61,false ,,
netomo,scene61,park,,Curl,Curl,Nick,わざわざ持ってきてくれてありがとう！本当にもらってもいいの？,park,speech_bubble_beige,scene62,false ,,
netomo,scene62,park,,Nick,Curl,Nick,カールなら大切にしてくれそうだと思ったからあげたいんだよね,park,speech_bubble_beige,scene63,false ,,
netomo,scene63,park,,Curl,Curl,Nick,そんなこと言ってもらえて嬉しい！ありがとう！,park,speech_bubble_beige,scene64,false ,,
netomo,scene64,park,,Nick,Curl,Nick,それでなんだけど、これ一応定価よりは安くしてあげたんだよね,park,speech_bubble_beige,scene65,false ,,
netomo,scene65,park,,Curl,Curl,Nick,え？,park,speech_bubble_beige,scene66,false ,,
netomo,scene66,park,,Nick,Curl,Nick,あれ？言ってなかったけ？少しはお金もらいたいなって思ってて,park,speech_bubble_beige,scene67,false ,,
netomo,scene67,park,,Curl,Curl,Nick,でもチャットではあげるって言ってなかった？,park,speech_bubble_beige,scene68,false ,,
netomo,scene68,park,,Nick,Curl,Nick,無料であげるとは言ってないはずだよ,park,speech_bubble_beige,scene69,false ,,
netomo,scene69,park,,Nick,Curl,Nick,僕だって欲しいって言ってた人他にいたけど、その人を断ってカールに渡しにきたんだよ,park,speech_bubble_beige,scene70,false ,,
netomo,scene70,park,,Curl,Curl,Nick,そうなんだ…。全部でいくらするの？,park,speech_bubble_beige,scene71,false ,,
netomo,scene71,park,,Nick,Curl,Nick,うーん、だいたい5000円くらいかな,park,speech_bubble_beige,scene72,false ,,
netomo,scene72,park,,Nick,Curl,Nick,本当は郵送するつもりだったから送料の分とかも入れて当然だよね？,park,speech_bubble_beige,scene73,false ,,
netomo,scene73,park,,Nick,Curl,Nick,ちゃんと払ってくれる？,park,speech_bubble_beige,scene74,false ,,
netomo,scene74,park,,Curl,Curl,Nick,えっとー、それは…,park,speech_bubble_beige,scene75,false ,,
netomo,scene75,park,,Mother,Mother,Nick,カール、まずは落ち着いて。こういう時は、すぐに返事はしなくていいんだよ,park,speech_bubble_beige,scene76,false ,,
netomo,scene76,park,,Mother,Mother,Nick,お金のことが関わるなら、親としてきちんと確認が必要です。今日はグッズを持ち帰ってください,park,speech_bubble_beige,scene77,false ,,
netomo,scene77,park,,Mother,Mother,Nick,私とカールで一度話し合います。,park,speech_bubble_beige,scene78,false ,,
netomo,scene78,park,,Nick,Mother,Nick,別にそこまでしなくても今買ってよ,park,speech_bubble_beige,scene79,false ,,
netomo,scene79,park,,Nick,Mother,Nick,欲しいって言ってたのはカールだし、持ってきたのに,park,speech_bubble_beige,scene80,false ,,
netomo,scene80,park,,Mother,Mother,Nick,お金のやり取りをするなら、きちんとした約束がないといけません。カールにとってもそれを学ぶいい機会です,park,speech_bubble_beige,scene81,false ,,
netomo,scene81,park,,Nick,Mother,Nick,…………わかったよ。じゃあ今日は持ち帰るよ,park,speech_bubble_beige,scene82,false ,,
netomo,scene82,park,,Nick,Mother,Nick,ただ俺だって簡単にここまで来たんじゃないよ。時間もお金も使ってるし、もう少し考えてくれない？,park,speech_bubble_beige,scene83,false ,,
netomo,scene83,park,,Mother,Mother,Nick,もちろんです。私たちも家でよく話し合って必要ならこちらからご連絡します。,park,speech_bubble_beige,scene84,false ,,
netomo,scene84,park,,Curl,Mother,Nick,ニック、せっかく持ってきてくれたのにごめんね。ちゃんと分かってなかった,park,speech_bubble_beige,scene85,false ,,
netomo,scene85,park,,Nick,,Nick,はあ、本当に時間の無駄だったな。また考えて連絡して,park,speech_bubble_beige,scene86,false ,,
netomo,scene86,my_room,,Curl,Mother,Curl,お母さん、今日は一緒に来てくれて本当にありがとう。もしお母さんがいなかったらどうなってたか分からないよ。,my_room,speech_bubble_beige,scene87,false ,,
netomo,scene87,my_room,,Mother,Mother,Curl,大丈夫だよ。あの場でしっかり対処できて本当によかったね,my_room,speech_bubble_beige,scene88,false ,,
netomo,scene88,my_room,,Curl,Mother,Curl,でも、ニックはお金のことは最初から言ってなかったよね,my_room,speech_bubble_beige,scene89,false ,,
netomo,scene89,my_room,,Mother,Mother,Curl,うん。<br>最初からちゃんとした意図を伝えなかった時点でおかしいと思うべきだった。,my_room,speech_bubble_beige,scene90,false ,,
netomo,scene90,my_room,,Mother,Mother,Curl,もしお金を払っていたらもっと深刻な問題になっていたかもしれないね。,my_room,speech_bubble_beige,scene91,false ,,
netomo,scene91,my_room,,Curl,,Curl,ニックとはその後SNSでの連絡を続けていましたが、<br>何度も直接会って話そうと言われるようになりました,my_room,speech_bubble_beige,scene92,false ,,
netomo,scene92,my_room,,Curl,,Curl,以前のトラブルを思い出し、お母さんと相談した結果、最終的にニックのSNSをブロックすることを決めました,my_room,speech_bubble_beige,scene93,false ,,
netomo,scene93,my_room,,Curl,,Curl,ネトモと趣味が同じだと、親しみを感じて必要以上に情報を話してしまうことがあります。,my_room,speech_bubble_beige,scene94,false ,,
netomo,scene94,my_room,,Curl,,Curl,お母さんにちゃんと相談できていたから、大きなトラブルに巻き込まれずにすみました,my_room,speech_bubble_beige,scene95,false ,,
netomo,scene95,my_room,,Curl,,Curl,だからこそ、これからもいっそうの注意を払うことを忘れないようにしようと思いました,my_room,speech_bubble_beige,end,false ,,
