storyId,sceneId,characterName,dialogueText,background,TalkingPeople,LeftCharacter,CenterCharacter,RightCharacter,OneCharacter,TwoCharacter,OnePerson,LeftChat,RightChat
groupchat,Scene27,アレック,むしろ“いい｜質問《しつもん》だねぇ”とか言って、倍くらい長くなるやつ笑,Chat,,,,,,,,Yes,No
groupchat,Scene28,セシル,先生、話し始めると楽しそうだもんね……,Chat,,,,,,,,No,Yes
groupchat,Scene29,コニー,もう明日も｜絶対《ぜったい》カールタイムだよ。<br>なんなら毎日あるまである笑,Chat,,,,,,,,Yes,No
groupchat,Scene30,アレック,｜観測《かんそく》日記つけよっか！“本日のカールタイム：2時間目、8分間”みたいな,Chat,,,,,,,,Yes,No
groupchat,Scene31,セシル,……｜観察《かんそく》するのは面白いかもね、<br>｜記録《きろく》係になろうかな笑,Chat,,,,,,,,No,Yes
groupchat,Scene32,アレック,ほら見て見て！始まったよ、カールタイム～笑,Classroom,Three,Alec_normal,Cecil_normal,Cony_normal,,,,,
groupchat,Scene33,コニー,うわほんとだ！<br>毎日｜恒例《こうれい》じゃん…先生とお話ターイム！,Classroom,Three,Alec_normal,Cecil_normal,Cony_normal,,,,,
groupchat,Scene34,セシル,ん〜、また始まったね〜笑,Classroom,Three,Alec_normal,Cecil_normal,Cony_normal,,,,,
groupchat,Scene35,カール,あの…ここ、ちょっとわからなくて…,Classroom,Two,,,,Curl_anixiety,Teacher_normal,,,
groupchat,Scene36,先生,ああ、ここはね、図を見ながら考えるとわかりやすいよ！,Classroom,Two,,,,Curl_normal,Teacher_normal,,,
groupchat,Scene37,アレック,あと5分は帰ってこないな、これは笑,Classroom,Three,Alec_normal,Cecil_normal,Cony_normal,,,,,
groupchat,Scene38,コニー,てか、カールタイム｜記録《きろく》しとく？<br>今日で3日連続なんだけど｜笑《わら》,Classroom,Three,Alec_normal,Cecil_normal,Cony_normal,,,,,
groupchat,Scene39,セシル,……それ、もういいんじゃない？,Classroom,Three,Alec_normal,Cecil_trouble,Cony_normal,,,,,
groupchat,Scene40,コニー,え？聞こえなかった。何か言った？,Classroom,Three,Alec_normal,Cecil_normal,Cony_irritation,,,,,
groupchat,Scene41,セシル,ううん、なんでもない。<br>次の｜授業《じゅぎょう》の｜準備《じゅんび》しようかな〜,Classroom,Three,Alec_normal,Cecil_trouble,Cony_normal,,,,,
groupchat,Scene42,セシル,今日も学校｜疲《つか》れたね〜,Chat,,,,,,,,No,Yes
groupchat,Scene43,アレック,てかさ、前から思ってたんだけど、<br>カールって｜友達《ともだち》いないよね,Chat,,,,,,,,Yes,No
groupchat,Scene44,コニー,それ思った！だから先生といつも喋ってるんだ,Chat,,,,,,,,Yes,No
groupchat,Scene45,アレック,そういうことか！ひとりぼっちだねー,Chat,,,,,,,,Yes,No
groupchat,Scene46,コニー,カールの｜周《まわ》りって誰も｜近寄《ちかよ》らないよね,Chat,,,,,,,,Yes,No
groupchat,Scene47,アレック,それってカールゾーンじゃん！,Chat,,,,,,,,Yes,No
groupchat,Scene48,コニー,でた！｜危険《きけん》エリア｜認定《にんてい》しよ！笑,Chat,,,,,,,,Yes,No
groupchat,Scene49,セシル,……ちょっと言い｜過《す》ぎじゃない？？笑,Chat,,,,,,,,No,Yes
groupchat,Scene50,コニー,どうしたのセシル笑ノリ悪！,Chat,,,,,,,,Yes,No
groupchat,Scene51,アレック,ほんとそれ！急に真面目モード？,Chat,,,,,,,,Yes,No
groupchat,Scene52,コニー,今まで一緒にカールのこと言ってたじゃん？<br>思ってもないこと｜私《わたし》たちに合わせて言ってたの？,Chat,,,,,,,,Yes,No
groupchat,Scene53,セシル,うそうそ！冗談だよ！,Chat,,,,,,,,No,Yes
groupchat,Scene54,セシル,カールってほんとうざいよね笑転校しちゃえばいいのに,Chat,,,,,,,,No,Yes
groupchat,Scene55,アレック,やば！それは言い｜過《す》ぎ！笑,Chat,,,,,,,,Yes,No
groupchat,Scene56,コニー,てか話戻るけど、明日誰かカールゾーン｜踏《ふ》み｜込《こ》むかな？,Chat,,,,,,,,Yes,No
groupchat,Scene57,アレック,まじ｜名付《なづ》けセンスあるわ,Chat,,,,,,,,Yes,No
groupchat,Scene58,セシル,そうだね、、、,Chat,,,,,,,,No,Yes
groupchat,Scene59,ブライアン,カール、この前の図工の絵めっちゃ｜素敵《すてき》だったよ！,Classroom,Two,,,,Brian_normal,Curl_normal,,,
groupchat,Scene60,カール,え？あ、ありがとう…,Classroom,Two,,,,Brian_normal,Curl_happy,,,
groupchat,Scene61,ブライアン,これお｜世辞《せじ》じゃないからね笑まじすごかった！,Classroom,Two,,,,Brian_normal,Curl_happy,,,
groupchat,Scene62,カール,めっちゃ嬉しい！,Classroom,Two,,,,Brian_normal,Curl_happy,,,
groupchat,Scene63,ブライアン,ていうか、カール｜大丈夫《だいじょうぶ》？,Classroom,Two,,,,Brian_trouble,Curl_normal,,,
groupchat,Scene64,カール,え？なんのこと？,Classroom,Two,,,,Brian_trouble,Curl_normal,,,
groupchat,Scene65,ブライアン,あのグルチャのスクショのことだよ…。<br>ロビーから見せてもらったんだ…。,Classroom,Two,,,,Brian_trouble,Curl_normal,,,
groupchat,Scene66,カール,うーん、｜初《はじ》めて聞いたかも…。<br>そのスクショ見せてもらってもいい？,Classroom,Two,,,,Brian_trouble,Curl_normal,,,
groupchat,Scene67,ブライアン,もちろん。でも、あんまり気にしたらダメだよ,Classroom,Two,,,,Brian_trouble,Curl_normal,,,
groupchat,Scene68,カール,うん、ありがとう,Classroom,Two,,,,Brian_trouble,Curl_normal,,,
groupchat,Scene69,アレック,おい、ブライアンがカールゾーン行ったよ,Classroom,Three,Alec_surprised,Cecil_normal,Cony_normal,,,,,
groupchat,Scene70,コニー,まさかカールゾーンに｜踏《ふ》み｜込《こ》｜勇者《ゆうしゃ》がいるなんて！,Classroom,Three,Alec_surprised,Cecil_normal,Cony_normal,,,,,
groupchat,Scene71,セシル,｜私《わたし》だったら行かないな…笑,Classroom,Three,Alec_normal,Cecil_trouble,Cony_normal,,,,,
groupchat,Scene72,アレック,｜尊敬《そんけい》するわ〜笑<br>次は誰がカールと話すか予想する？,Classroom,Three,Alec_normal,Cecil_trouble,Cony_normal,,,,,
groupchat,Scene73,コニー,それ、カールビンゴじゃん！,Classroom,Three,Alec_normal,Cecil_trouble,Cony_smile,,,,,
groupchat,Scene74,ブライアン,あの3人声大きいね……。,Classroom,Two,,,,Brian_trouble,Curl_normal,,,
groupchat,Scene75,カール,……うん。どうしたらいいんだろう。,Classroom,Two,,,,Brian_trouble,Curl_tear,,,
groupchat,Scene76,ブライアン,あのさ、カールさえ｜良《よ》かったら先生にこのこと相談しに行く？,Classroom,Two,,,,Brian_trouble,Curl_tear,,,
groupchat,Scene77,コニー,…うん。でも、｜迷惑《めいわく》じゃないかな…,Classroom,Two,,,,Brian_trouble,Curl_tear,,,
groupchat,Scene78,ブライアン,｜迷惑《めいわく》なんてことないよ。<br>だって、カールは｜傷《きず》ついてるんだもん,Classroom,Two,,,,Brian_normal,Curl_tear,,,
groupchat,Scene79,カール,うん、ありがとう,Classroom,Two,,,,Brian_normal,Curl_tear,,,
groupchat,Scene80,先生,今日はみんなに話があって集まってもらいました。,Classroom,One,,,,,,Teacher_irritation,,
groupchat,Scene81,先生,｜最近《さいきん》、カールがとてもつらい思いをしています。,Classroom,One,,,,,,Teacher_irritation,,
groupchat,Scene82,先生,アレック・コニー・セシル。なんのことかわかりますよね？,Classroom,One,,,,,,Teacher_irritation,,
groupchat,Scene83,先生,どうしてカールの嫌がることをしたんですか？<br>理由を聞かせてください。,Classroom,One,,,,,,Teacher_irritation,,
groupchat,Scene84,アレック,なんか、いつも先生とばっか話してるし、ちょっと気持ち悪いって思ってた…,Classroom,Three,Alec_sorry,Cecil_sorry,Cony_sorry,,,,,
groupchat,Scene85,セシル,みんながそう思ってると思ったし、<br>ちょっとからかうくらいなら｜大丈夫《だいじょうぶ》かなって,Classroom,Three,Alec_sorry,Cecil_sorry,Cony_sorry,,,,,
groupchat,Scene86,先生,もう一度聞きます。<br>あなたたちは自分のしたことをどう思いますか？,Classroom,One,,,,,,Teacher_normal,,
groupchat,Scene87,アレック,悪かったと思います。<br>自分がされたら、絶対《ぜったい》いやです。,Classroom,Three,Alec_sorry,Cecil_sorry,Cony_sorry,,,,,
groupchat,Scene88,コニー,ごめんなさい。バカにしてた。<br>自分が正しいと思い込｜《こ》んでました。,Classroom,Three,Alec_sorry,Cecil_sorry,Cony_sorry,,,,,
groupchat,Scene89,先生,｜謝《あやま》るのは大切な一歩です。<br>ですが、言葉だけで｜済《す》むことではありません。,Classroom,One,,,,,,Teacher_irritation,,
groupchat,Scene90,先生,明日から、行動で見せてください。,Classroom,One,,,,,,Teacher_irritation,,
groupchat,Scene91,先生,そして、もう一度、教室を“誰にとっても｜居場所《いばしょ》になる場所”にすること,Classroom,One,,,,,,Teacher_irritation,,
groupchat,Scene92,先生,これは、3人の｜責任《せきにん》です。,Classroom,One,,,,,,Teacher_irritation,,
groupchat,Scene93,ケビン,アレックとコニーとセシルって3人でカールのこといじめてたんだって,Chat,,,,,,,,Yes,No
groupchat,Scene94,ケビン,ほらこのスクショ見て見て,Chat,,,,,,,,Yes,No
groupchat,Scene95,ロビー,え！それ｜私《わたし》も見たよ！本当だったんだ。,Chat,,,,,,,,Yes,No
groupchat,Scene96,サンドラ,そうらしいよ。先生に｜怒《おこ》られてるのみたもん,Chat,,,,,,,,Yes,No
groupchat,Scene97,ロビー,まじかドン引き…。,Chat,,,,,,,,Yes,No
groupchat,Scene98,ケビン,｜怖《こわ》いから少し｜距離《きょり》｜置《お》こうかな…,Chat,,,,,,,,Yes,No
groupchat,Scene99,サンドラ,うん、｜私《わたし》もそうする。流石にやばいよね,Chat,,,,,,,,Yes,No
groupchat,Scene100,ロビー,｜僕《ぼく》も。あんまり関わらないようにしようかな,Chat,,,,,,,,Yes,No
groupchat,Scene101,結末,｜信頼《しんらい》を｜失《うしな》い、<br>｜友達《ともだち》も｜周《まわ》りからいなくなってしまった。,Summary,,,,,,,,,
