storyId,sceneId,characterName,dialogueText,background
groupchat,Scene24,アレック,しかもさ、｜質問《しつもん》の｜内容《ないよう》が<br>“電池のプラスってどっちが出てるんですか？”とか…今じゃなくてよくない？笑,Chat1
groupchat,Scene25,セシル,……うん、たしかにタイミングってあるよね,Chat1
groupchat,Scene26,コニー,でも先生も｜優《やさ》しいから、止めないんだよね〜笑,Chat1
groupchat,Scene27,アレック,むしろ“いい｜質問《しつもん》だねぇ”とか言って、倍くらい長くなるやつ笑,Chat1
groupchat,Scene28,セシル,先生、話し始めると楽しそうだもんね……,Chat1
groupchat,Scene29,コニー,もう明日も｜絶対《ぜったい》カールタイムだよ。<br>なんなら毎日あるまである笑,Chat1
groupchat,Scene30,アレック,｜観測《かんそく》日記つけよっか！“本日のカールタイム：2時間目、8分間”みたいな,Chat1
groupchat,Scene31,セシル,……｜観察《かんさつ》するのは面白いかもね、<br>｜記録《きろく》係になろうかな笑,Chat1
groupchat,Scene32,アレック,ほら見て見て！始まったよ、カールタイム～笑,Classroom2
groupchat,Scene33,コニー,うわほんとだ！<br>毎日｜恒例《こうれい》じゃん…先生とお話ターイム！,Classroom2
groupchat,Scene34,セシル,ん〜、また始まったね〜笑,Classroom2
groupchat,Scene35,カール,あの…ここ、ちょっとわからなくて…,Classroom2
groupchat,Scene36,先生,ああ、ここはね、図を見ながら考えるとわかりやすいよ！,Classroom2
groupchat,Scene37,アレック,あと5分は帰ってこないな、これは笑,Classroom2
groupchat,Scene38,コニー,てか、カールタイム｜記録《きろく》しとく？<br>今日で3日連続なんだけど,Classroom2
groupchat,Scene39,セシル,……それ、もういいんじゃない？,Classroom2
groupchat,Scene40,コニー,え？聞こえなかった。何か言った？,Classroom2
groupchat,Scene41,セシル,ううん、なんでもない。<br>次の｜授業《じゅぎょう》の｜準備《じゅんび》しようかな〜,Classroom2
groupchat,Scene42,セシル,今日も学校｜疲《つか》れたね〜,Chat2
groupchat,Scene43,アレック,てかさ、前から思ってたんだけど、<br>カールって｜友達《ともだち》いないよね,Chat2
groupchat,Scene44,コニー,それ思った！だから先生といつも喋ってるんだ,Chat2
groupchat,Scene45,アレック,そういうことか！ひとりぼっちだねー,Chat2
groupchat,Scene46,コニー,カールの｜周《まわ》りって誰も｜近寄《ちかよ》らないよね,Chat2
groupchat,Scene47,アレック,それってカールゾーンじゃん！,Chat2
groupchat,Scene48,コニー,でた！｜危険《きけん》エリア｜認定《にんてい》しよ！笑,Chat2
groupchat,Scene49,セシル,……ちょっと言い｜過《す》ぎじゃない？？笑,Chat2
groupchat,Scene50,コニー,どうしたのセシル笑ノリ悪！,Chat2
groupchat,Scene51,アレック,ほんとそれ！急に真面目モード？,Chat2
groupchat,Scene52,コニー,今まで一緒にカールのこと言ってたじゃん？<br>思ってもないこと｜私《わたし》たちに合わせて言ってたの？,Chat2
groupchat,Scene53,セシル,うそうそ！冗談だよ！,Chat2
groupchat,Scene54,セシル,カールってほんとうざいよね笑転校しちゃえばいいのに,Chat2
groupchat,Scene55,アレック,やば！それは言い｜過《す》ぎ！笑,Chat2
groupchat,Scene56,コニー,てか話戻るけど、明日誰かカールゾーン踏み込むかな？,Chat2
groupchat,Scene57,アレック,まじ｜名付《なづ》けセンスあるわ,Chat2
groupchat,Scene58,セシル,そうだね、、、,Classroom3
groupchat,Scene59,ブライアン,カール、この前の図工の絵めっちゃ｜素敵《すてき》だったよ！,Classroom3
groupchat,Scene60,カール,え？あ、ありがとう…,Classroom3
groupchat,Scene61,ブライアン,これお｜世辞《せじ》じゃないからね笑まじすごかった！,Classroom3
groupchat,Scene62,カール,めっちゃ嬉しい！,Classroom3
groupchat,Scene63,ブライアン,ていうか、カール｜大丈夫《だいじょうぶ》？,Classroom3
groupchat,Scene64,カール,え？なんのこと？,Classroom3
groupchat,Scene65,ブライアン,あのグルチャのスクショのことだよ…。<br>ロビーから見せてもらったんだ…。,Classroom3
groupchat,Scene66,カール,うーん、｜初《はじ》めて聞いたかも…。<br>そのスクショ見せてもらってもいい？,Classroom3
groupchat,Scene67,ブライアン,もちろん。でも、あんまり気にしたらダメだよ,Classroom3
groupchat,Scene68,カール,うん、ありがとう,Classroom3
groupchat,Scene69,アレック,おい、ブライアンがカールゾーン行ったよ,Classroom3
groupchat,Scene70,コニー,まさかカールゾーンに踏み込む｜勇者《ゆうしゃ》がいるなんて！,Classroom3
groupchat,Scene71,セシル,｜私《わたし》だったら行かないな…笑,Classroom3
groupchat,Scene72,アレック,｜尊敬《そんけい》するわ〜笑次は誰がカールと話すか予想する？,Classroom3
groupchat,Scene73,コニー,それ、カールビンゴじゃん！,Classroom3
groupchat,Scene74,ブライアン,あの3人声大きいね……。,Classroom3
groupchat,Scene75,カール,……うん。どうしたらいいんだろう。,Classroom3
groupchat,Scene76,ブライアン,あのさ、カールさえ良《よ》かったら先生にこのこと相談しに行く？,Classroom3
groupchat,Scene77,コニー,…うん。でも、｜迷惑《めいわく》じゃないかな…,Classroom3
groupchat,Scene78,ブライアン,｜迷惑《めいわく》なんてことないよ。<br>だって、カールは｜傷《きず》ついてるんだもん,Classroom3
groupchat,Scene79,カール,うん、ありがとう,Classroom3
groupchat,Scene80,先生,今日はみんなに話があって集まってもらいました。,Classroom3
groupchat,Scene81,先生,｜最近《さいきん》、カールがとてもつらい思いをしています。,Classroom3
groupchat,Scene82,先生,アレック・コニー・セシル。なんのことかわかりますよね？,Classroom3
groupchat,Scene83,先生,どうしてカールの嫌がることをしたんですか？<br>理由を聞かせてください。,Classroom3
groupchat,Scene84,アレック,なんか、いつも先生とばっか話してるし、ちょっと気持ち悪いって思ってた…,Classroom3
groupchat,Scene85,セシル,みんながそう思ってると思ったし、<br>ちょっとからかうくらいなら｜大丈夫《だいじょうぶ》かなって,Classroom3
groupchat,Scene86,先生,もう一度聞きます。<br>あなたたちは自分のしたことをどう思いますか？,Classroom3
groupchat,Scene87,アレック,悪かったと思います。<br>自分がされたら、｜絶対《ぜったい》いやです。,Classroom3
groupchat,Scene88,コニー,ごめんなさい。バカにしてた。<br>自分が正しいと思い｜込《こ》んでました。,Classroom3
groupchat,Scene89,先生,｜謝《あやま》るのは大切な一歩です。<br>ですが、言葉だけで｜済《す》むことではありません。,Classroom3
groupchat,Scene90,先生,明日から、行動で見せてください。,Classroom3
groupchat,Scene91,先生,そして、もう一度、教室を“誰にとっても｜居場所《いばしょ》になる場所”にすること,Classroom3
groupchat,Scene92,先生,これは、3人の｜責任《せきにん》です。,Classroom3
groupchat,Scene93,ケビン,アレックとコニーとセシルって3人でカールのこといじめてたんだって,Chat3
groupchat,Scene94,ケビン,ほらこのスクショ見て見て,Chat3
groupchat,Scene95,ロビー,え！それ｜私《わたし》も見たよ！本当だったんだ。,Chat3
groupchat,Scene96,サンドラ,そうらしいよ。先生に｜怒《おこ》られてるのみたもん,Chat3
groupchat,Scene97,ロビー,まじかドン引き…。,Chat3
groupchat,Scene98,ケビン,怖《こわ》いから少し｜距離《きょり》｜置《お》こうかな…,Chat3
groupchat,Scene99,サンドラ,うん、｜私《わたし》もそうする。流石にやばいよね,Chat3
groupchat,Scene100,ロビー,｜僕《ぼく》も。あんまり関わらないようにしようかな」,Chat3
groupchat,Scene101,結末,｜信頼《しんらい》を｜失《うしな》い、<br>｜友達《ともだち》も｜周《まわ》りからいなくなってしまった。,Chat3
