storyId,sceneId,viewType,characterName,dialogueText,nextSceneId,isChoice,choice1Text,choice1Percentage,choice1NextSceneId,choice2Text,choice2Percentage,choice2NextSceneId,background,TalkingPeople,LeftCharacter,CenterCharacter,RightCharacter,OneCharacter,TwoCharacter,OnePerson,bgm
bad_kakusan_story1,Scene28,chat,,,,TRUE,言ってないけど、このグループなら送っても大丈夫かなって！,0,Scene29,どうせ勝手に送ってもセシルは文句言わないよ！,1,Scene30,chatBackground,,,,,,,,
bad_kakusan_story1,Scene29,chat,アレック,まあ確かに！いっか！,Scene31,FALSE,,,,,,,chatBackground,,,,,,,,
bad_kakusan_story1,Scene30,chat,アレック,セシルって怒れないもんね じゃあいっか！,Scene32,FALSE,,,,,,,chatBackground,,,,,,,,
bad_kakusan_story1,Scene31,chat,サンドラ,一応聞いとく？,Scene33,FALSE,,,,,,,chatBackground,,,,,,,,
bad_kakusan_story1,Scene32,chat,サンドラ,確認とった方が良いんじゃない？,Scene33,FALSE,,,,,,,chatBackground,,,,,,,,
bad_kakusan_story1,Scene33,chat,コニー,今更聞かなくていいよー,Scene34,FALSE,,,,,,,chatBackground,,,,,,,,
bad_kakusan_story1,Scene34,chat,アレック,でもセシルって拗ねたら面倒だもんな,Scene35,FALSE,,,,,,,chatBackground,,,,,,,,
bad_kakusan_story1,Scene35,chat,コニー,じゃあめんどくさいけど一応確認しとくか,Scene36,FALSE,,,,,,,chatBackground,,,,,,,,
bad_kakusan_story1,Scene36,dialogue,コニー,みてみて！やっぱりみんなにも送っちゃった！｜笑《わら》,Scene37,FALSE,,,,,,,park,Two,,,,Cecil_smile,Cony_irritation,,
bad_kakusan_story1,Scene37,dialogue,セシル,ちょっとやめてよー！,Scene38,FALSE,,,,,,,park,Two,,,,Cecil_smile,Cony_irritation,,
bad_kakusan_story1,Scene38,dialogue,,,,TRUE,えー！いいじゃん！ほらみんな｜面白《おもしろ》いってるよ,0,Scene39,なんで！つまんないの〜,1,Scene39,park,Two,,,,Cecil_sorry,Cony_irritation,,
bad_kakusan_story1,Scene39,dialogue,セシル,うん、でも｜恥《は》ずかしいから消してほしいよ,Scene40,FALSE,,,,,,,park,Two,,,,Cecil_sorry,Cony_irritation,,
bad_kakusan_story1,Scene40,dialogue,,,,TRUE,わかった〜,0,Scene41,そこまで言うなら仕方ないな。消すね,1,Scene41,park,Two,,,,Cecil_sorry,Cony_irritation,,
bad_kakusan_story1,Scene41,dialogue,セシル,よかった〜ありがとう！,Scene42,FALSE,,,,,,,park,One,,,,Cecil_smile,Cony_irritation,,
