storyId,sceneId,sceneType,groupName,icon,characterName,leftCharacter,centerCharacter,rightCharacter,text,nextSceneId,isChoice,choice1Text,choice1Percentage,choice1NextSceneId,choice2Text,choice2Percentage,choice2NextSceneId,choice3Text,choice3Percentage,choice3NextSceneId,bgm,background
good_netomo_story3,scene13,chat,ニック,,コニー,,,Cony,,,TRUE,｜会《あ》ったことない人は｜知《し》らない｜人《ひと》って｜思《おも》うからごめんね,1,scene14,もううるさいな,0,scene14,まあそれはそうだけどさ（笑）,0.3,scene14,chat_bgm,chatBackground_01
good_netomo_story3,scene14,chat,ニック,,ニック,,,Cony,｜俺《おれ》にとって、｜知《し》らない｜人《ひと》はまじで｜一回《いっかい》も｜関《かか》わったことがない｜人《ひと》だけどね,scene15,FALSE,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story3,scene15,chat,ニック,,コニー,,,Cony,,,TRUE,まあまあそんなこと｜言《い》わないで（笑）,0.3,scene16,そんな｜言《い》い｜方《かた》されたら｜困《こま》るからやめて,0,scene16,ごめんね。でも｜初《はじ》めて｜会《あ》うってなると｜少《すこ》し｜不安《ふあん》な｜気持《きも》ちもあるからさ,1,scene17,chat_bgm,chatBackground_01
good_netomo_story3,scene16,chat,ニック,,コニー,,,Cony,ただ｜初《はじ》めて｜会《あ》うってなると｜少《すこ》し｜不安《ふあん》な｜気持《きも》ちもあるからごめんね,scene17,FALSE,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story3,scene17,chat,ニック,,ニック,,,Cony,そうだよね...しつこく｜誘《さそ》ってごめん！,scene18,FALSE,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story3,scene18,chat,ニック,,コニー,,,Cony,,,TRUE,｜分《わ》かってくれてありがとう！｜勇気《ゆうき》｜出《だ》して｜良《よ》かった！,1,scene19,｜大丈夫《だいじょうぶ》だよ〜,0.3,scene19,ニックしつこい（笑）,0,scene19,chat_bgm,chatBackground_01
good_netomo_story3,scene19,chat,ニック,,ニック,,,Cony,でもやっぱりコニーと｜仲良《なかよ》くしたいから、｜今度《こんど》のイベント｜来《き》てみない？,scene20,FALSE,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story3,scene20,chat,ニック,,ニック,,,Cony,もちろんお｜母《かあ》さんと｜一緒《いっしょ》に！たくさんの｜人《ひと》が｜来《く》るから｜安心《あんしん》して｜楽《たの》しめると｜思《おも》う！,scene21,FALSE,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story3,scene21,chat,ニック,,コニー,,,Cony,,,TRUE,お｜母《かあ》さんに｜秘密《ひみつ》こうかな（笑）,0,scene22,え？｜誘《さそ》ってくれるの？,0.3,scene23,お｜母《かあ》さんと｜一緒《いっしょ》になら｜参加《さんか》したい！,1,scene24,chat_bgm,chatBackground_01
good_netomo_story3,scene22,chat,ニック,,ニック,,,Cony,｜怒《おこ》られるぞ（笑）ちゃんと｜言《い》ってね！,scene24,FALSE,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story3,scene23,chat,ニック,,ニック,,,Cony,もちろん！,scene24,FALSE,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story3,scene24,chat,ニック,,ニック,,,Cony,｜会《あ》えるの｜楽《たの》しみにしてるね！,scene25,FALSE,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story3,scene25,dialogue,,,コニー,,,Cony_smile,お｜母《かあ》さんに｜早《はや》く｜相談《そうだん》したことで、ニックとも｜安全《あんぜん》に｜会《あ》うことができた！！,scene26,FALSE,,,,,,,,,,matome_bgm,matome_background
good_netomo_story3,scene26,dialogue,,,コニー,,,Cony_smile,｜共通《きょうつう》の｜趣味《しゅみ》があるネトモにはついつい｜色々《いろいろ》｜話《はな》してしまうよね...,scene27,FALSE,,,,,,,,,,matome_bgm,matome_background
good_netomo_story3,scene27,dialogue,,,コニー,,,Cony_smile,｜楽《たの》しいからこそ、｜注意《ちゅうい》を｜払《はら》わなければいけないよね！,end,FALSE,,,,,,,,,,matome_bgm,matome_background
